"Date","Price","Open","High","Low","Vol.","Change %"
"09/21/2023","1,939.60","1,952.00","1,952.20","1,933.10","225.91K","-1.40%"
"09/20/2023","1,967.10","1,953.00","1,968.90","1,948.60","220.98K","0.69%"
"09/19/2023","1,953.70","1,955.30","1,958.90","1,950.90","131.10K","0.02%"
"09/18/2023","1,953.40","1,945.70","1,955.70","1,943.80","138.03K","0.37%"
"09/15/2023","1,946.20","1,932.50","1,952.40","1,931.20","199.77K","0.69%"
"09/14/2023","1,932.80","1,930.70","1,934.50","1,921.70","201.74K","0.02%"
"09/13/2023","1,932.50","1,935.20","1,938.40","1,927.20","161.00K","-0.13%"
"09/12/2023","1,935.10","1,945.60","1,947.50","1,929.90","161.99K","-0.62%"
"09/11/2023","1,947.20","1,943.30","1,954.60","1,939.50","131.08K","0.23%"
"09/08/2023","1,942.70","1,943.80","1,954.00","1,940.80","138.69K","0.01%"
"09/07/2023","1,942.50","1,942.20","1,947.90","1,940.30","117.17K","-0.09%"
"09/06/2023","1,944.20","1,951.50","1,954.50","1,940.00","148.78K","-0.43%"
"09/05/2023","1,952.60","1,966.70","1,972.60","1,950.60","192.79K","0.00%"
"09/04/2023","1,952.60","1,966.70","1,972.60","1,950.60","192.79K","-0.74%"
"09/01/2023","1,967.10","1,966.40","1,980.20","1,960.70","160.73K","0.06%"
"08/31/2023","1,965.90","1,970.20","1,974.90","1,965.50","133.71K","-0.36%"
"08/30/2023","1,973.00","1,966.00","1,977.10","1,962.80","142.38K","0.40%"
"08/29/2023","1,965.10","1,948.10","1,966.50","1,941.70","174.22K","0.94%"
"08/28/2023","1,946.80","1,944.00","1,954.20","1,940.10","115.55K","0.36%"
"08/25/2023","1,939.90","1,944.90","1,950.40","1,931.00","166.99K","-0.37%"
"08/24/2023","1,947.10","1,944.90","1,951.30","1,939.20","137.39K","-0.05%"
"08/23/2023","1,948.10","1,926.80","1,949.70","1,926.20","170.04K","1.15%"
"08/22/2023","1,926.00","1,924.00","1,933.20","1,917.50","131.09K","0.16%"
"08/21/2023","1,923.00","1,918.40","1,927.90","1,913.60","138.11K","0.34%"
"08/18/2023","1,916.50","1,919.20","1,926.00","1,915.90","114.74K","0.07%"
"08/17/2023","1,915.20","1,922.40","1,933.50","1,914.20","152.33K","-0.68%"
"08/16/2023","1,928.30","1,933.10","1,938.20","1,922.00","128.61K","-0.36%"
"08/15/2023","1,935.20","1,939.40","1,944.30","1,927.50","167.15K","-0.45%"
"08/14/2023","1,944.00","1,945.60","1,948.20","1,934.20","120.98K","-0.13%"
"08/11/2023","1,946.60","1,944.90","1,953.60","1,942.70","122.32K","-0.12%"
"08/10/2023","1,948.90","1,947.70","1,963.50","1,944.40","168.26K","-0.09%"
"08/09/2023","1,950.60","1,959.30","1,966.10","1,947.20","139.26K","-0.47%"
"08/08/2023","1,959.90","1,971.50","1,972.80","1,956.50","142.34K","-0.51%"
"08/07/2023","1,970.00","1,977.60","1,981.70","1,966.10","104.41K","-0.31%"
"08/04/2023","1,976.10","1,969.60","1,984.20","1,954.50","156.42K","0.37%"
"08/03/2023","1,968.80","1,970.80","1,974.50","1,964.50","141.35K","-0.31%"
"08/02/2023","1,975.00","1,988.90","1,992.20","1,969.10","169.66K","-0.19%"
"08/01/2023","1,978.80","2,004.20","2,004.40","1,978.30","167.76K","-1.51%"
"07/31/2023","2,009.20","1,997.90","2,010.90","1,986.70","139.96K","0.47%"
"07/28/2023","1,999.90","1,985.30","2,002.00","1,983.90","159.60K","1.76%"
"07/27/2023","1,965.30","1,991.80","2,002.00","1,961.40","16.91K","-1.23%"
"07/26/2023","1,989.70","1,985.90","1,999.30","1,982.80","11.94K","0.33%"
"07/25/2023","1,983.10","1,976.10","1,986.20","1,971.10","8.63K","0.08%"
"07/24/2023","1,981.60","1,983.20","1,988.70","1,974.70","6.44K","-0.21%"
"07/21/2023","1,985.80","1,991.90","1,995.00","1,978.50","3.03K","-0.22%"
"07/20/2023","1,990.20","1,998.70","2,008.50","1,987.10","3.48K","-0.49%"
"07/19/2023","1,999.90","2,001.50","2,003.40","1,992.60","3.73K","0.00%"
"07/18/2023","1,999.80","1,977.70","2,006.80","1,977.70","6.09K","1.23%"
"07/17/2023","1,975.50","1,977.20","1,982.50","1,968.50","2.11K","-0.40%"
"07/14/2023","1,983.40","1,984.40","1,986.70","1,974.50","3.78K","0.03%"
"07/13/2023","1,982.90","1,981.10","1,987.20","1,976.20","1.91K","0.11%"
"07/12/2023","1,980.80","1,957.30","1,984.00","1,957.30","3.81K","1.26%"
"07/11/2023","1,956.20","1,949.80","1,963.50","1,949.80","2.97K","0.31%"
"07/10/2023","1,950.10","1,949.40","1,951.50","1,937.20","2.79K","-0.08%"
"07/07/2023","1,951.60","1,936.70","1,960.00","1,934.70","2.35K","0.88%"
"07/06/2023","1,934.60","1,943.00","1,953.00","1,927.60","3.17K","-0.60%"
"07/05/2023","1,946.20","1,948.00","1,961.50","1,942.00","1.97K","0.99%"
"07/04/2023","1,927.10","1,929.10","1,942.90","1,922.10","245.93K","-1.10%"
"07/03/2023","1,948.60","1,945.40","1,958.80","1,937.00","1.86K","0.01%"
"06/30/2023","1,948.50","1,935.60","1,949.70","1,927.80","2.60K","0.60%"
"06/29/2023","1,936.80","1,935.50","1,940.00","1,919.60","2.43K","-0.23%"
"06/28/2023","1,941.30","1,943.10","1,945.10","1,930.80","1.53K","-0.09%"
"06/27/2023","1,943.00","1,951.80","1,959.00","1,939.60","1.84K","-0.52%"
"06/26/2023","1,953.10","1,952.80","1,962.00","1,950.60","0.72K","0.22%"
"06/23/2023","1,948.90","1,942.80","1,967.10","1,939.10","1.76K","0.30%"
"06/22/2023","1,943.00","1,963.10","1,963.40","1,942.30","1.66K","-1.09%"
"06/21/2023","1,964.40","1,967.50","1,969.60","1,949.60","3.72K","-0.14%"
"06/20/2023","1,967.20","1,989.40","1,990.80","1,960.40","2.02K","1.00%"
"06/19/2023","1,947.70","1,970.70","1,971.80","1,940.80","250.14K","-2.16%"
"06/16/2023","1,990.70","1,989.20","1,999.50","1,985.00","0.96K","0.03%"
"06/15/2023","1,990.20","1,975.70","1,992.00","1,956.00","1.82K","0.10%"
"06/14/2023","1,988.30","1,975.70","1,993.00","1,972.30","1.59K","0.52%"
"06/13/2023","1,978.10","1,991.70","2,005.10","1,972.80","2.33K","-0.56%"
"06/12/2023","1,989.30","1,993.80","2,000.40","1,982.90","1.38K","-0.38%"
"06/09/2023","1,996.80","2,000.20","2,006.40","1,990.60","1.06K","-0.07%"
"06/08/2023","1,998.10","1,977.20","2,005.00","1,976.50","1.69K","1.02%"
"06/07/2023","1,977.90","1,999.50","2,005.30","1,975.00","2.06K","-1.15%"
"06/06/2023","2,001.00","1,997.30","2,002.20","1,989.90","0.86K","0.36%"
"06/05/2023","1,993.90","1,982.40","1,999.50","1,973.90","0.96K","0.24%"
"06/02/2023","1,989.10","2,013.60","2,020.00","1,983.60","2.17K","-1.29%"
"06/01/2023","2,015.10","2,000.30","2,019.50","1,990.00","1.68K","0.67%"
"05/31/2023","2,001.70","1,996.40","2,011.90","1,991.40","1.28K","0.25%"
"05/30/2023","1,996.70","1,980.80","2,000.80","1,970.00","2.17K","0.99%"
"05/29/2023","1,977.10","1,961.30","1,981.90","1,949.60","264.37K","0.71%"
"05/26/2023","1,963.10","1,961.80","1,975.70","1,954.70","130.07K","0.04%"
"05/25/2023","1,962.30","1,978.00","1,983.90","1,957.60","112.69K","-1.05%"
"05/24/2023","1,983.10","1,995.60","2,006.20","1,976.80","77.05K","-0.49%"
"05/23/2023","1,992.80","1,992.40","1,998.20","1,974.20","65.64K","-0.15%"
"05/22/2023","1,995.70","1,998.40","2,003.50","1,989.30","48.37K","-0.23%"
"05/19/2023","2,000.30","1,979.30","2,005.80","1,974.90","29.51K","1.11%"
"05/18/2023","1,978.30","2,004.20","2,007.00","1,973.00","31.21K","-1.27%"
"05/17/2023","2,003.70","2,012.10","2,015.90","1,997.10","37.48K","-0.42%"
"05/16/2023","2,012.20","2,040.80","2,042.00","2,008.50","27.28K","-1.46%"
"05/15/2023","2,042.10","2,033.00","2,046.50","2,030.60","41.70K","0.15%"
"05/12/2023","2,039.10","2,039.90","2,046.80","2,025.00","21.57K","-0.04%"
"05/11/2023","2,039.90","2,056.20","2,066.80","2,036.10","68.29K","-0.81%"
"05/10/2023","2,056.50","2,061.50","2,075.30","2,047.90","55.46K","-0.29%"
"05/09/2023","2,062.40","2,048.40","2,064.40","2,046.10","63.10K","0.47%"
"05/08/2023","2,052.80","2,044.20","2,056.50","2,041.50","60.81K","0.42%"
"05/05/2023","2,044.20","2,075.40","2,080.30","2,026.20","45.84K","-1.48%"
"05/04/2023","2,075.00","2,071.00","2,102.20","2,058.00","22.83K","0.91%"
"05/03/2023","2,056.20","2,045.00","2,069.00","2,035.40","15.25K","0.67%"
"05/02/2023","2,042.50","2,009.30","2,047.80","2,006.00","13.37K","1.55%"
"05/01/2023","2,011.40","2,019.10","2,034.10","2,004.80","8.10K","-0.34%"
"04/28/2023","2,018.30","2,016.40","2,022.90","2,003.60","15.05K","0.02%"
"04/27/2023","2,017.90","2,018.10","2,031.90","2,001.00","10.37K","0.15%"
"04/26/2023","2,014.90","2,026.00","2,039.10","2,012.90","12.36K","-0.43%"
"04/25/2023","2,023.50","2,018.10","2,033.30","2,005.10","8.93K","0.24%"
"04/24/2023","2,018.60","2,011.00","2,020.10","2,003.80","5.73K","0.47%"
"04/21/2023","2,009.20","2,034.40","2,035.40","2,001.40","4.17K","-1.41%"
"04/20/2023","2,037.90","2,025.80","2,042.50","2,021.40","3.18K","0.59%"
"04/19/2023","2,025.90","2,036.20","2,038.60","1,999.50","7.31K","-0.62%"
"04/18/2023","2,038.50","2,025.80","2,043.20","2,023.00","3.23K","0.63%"
"04/17/2023","2,025.70","2,033.00","2,046.60","2,012.50","2.84K","-0.43%"
"04/14/2023","2,034.40","2,073.10","2,080.00","2,024.80","6.73K","-1.90%"
"04/13/2023","2,073.80","2,048.20","2,080.80","2,046.90","5.42K","1.49%"
"04/12/2023","2,043.30","2,037.10","2,061.50","2,034.40","6.30K","0.29%"
"04/11/2023","2,037.30","2,025.00","2,040.40","2,022.20","5.57K","0.77%"
"04/10/2023","2,021.80","2,032.20","2,039.40","2,015.00","3.60K","-1.11%"
"04/06/2023","2,044.40","2,055.00","2,055.40","2,034.60","3.48K","-0.45%"
"04/05/2023","2,053.60","2,056.30","2,067.10","2,044.50","4.43K","-0.13%"
"04/04/2023","2,056.20","2,019.80","2,061.00","2,012.70","4.34K","1.87%"
"04/03/2023","2,018.50","2,007.50","2,026.10","1,984.50","4.32K","0.72%"
"03/31/2023","2,004.10","2,015.80","2,022.80","2,002.30","4.15K","-0.57%"
"03/30/2023","2,015.60","1,999.70","2,020.10","1,989.60","3.89K","1.57%"
"03/29/2023","1,984.50","1,992.10","1,993.20","1,976.40","145.72K","-0.30%"
"03/28/2023","1,990.40","1,975.40","1,994.20","1,967.60","121.74K","0.96%"
"03/27/2023","1,971.50","2,000.30","2,001.50","1,962.70","107.04K","-1.51%"
"03/24/2023","2,001.70","2,013.30","2,023.90","1,995.70","118.69K","-0.58%"
"03/23/2023","2,013.30","1,992.50","2,023.30","1,984.40","74.55K","2.37%"
"03/22/2023","1,966.60","1,959.70","1,999.40","1,953.70","60.53K","0.42%"
"03/21/2023","1,958.30","2,000.70","2,005.70","1,955.90","65.17K","-2.07%"
"03/20/2023","1,999.70","2,008.60","2,031.70","1,987.00","69.06K","0.48%"
"03/17/2023","1,990.20","1,942.70","2,010.40","1,939.10","67.46K","2.60%"
"03/16/2023","1,939.70","1,940.20","1,954.60","1,928.40","34.77K","-0.43%"
"03/15/2023","1,948.10","1,924.50","1,959.10","1,906.00","84.73K","1.07%"
"03/14/2023","1,927.40","1,935.80","1,935.80","1,916.40","33.13K","-0.29%"
"03/13/2023","1,933.00","1,893.80","1,935.60","1,892.50","106.59K","2.60%"
"03/10/2023","1,884.00","1,852.10","1,891.10","1,847.00","61.68K","1.76%"
"03/09/2023","1,851.50","1,834.90","1,856.10","1,832.70","73.56K","0.87%"
"03/08/2023","1,835.60","1,834.70","1,845.30","1,830.20","62.61K","-0.07%"
"03/07/2023","1,836.80","1,868.60","1,873.40","1,834.20","43.01K","-1.85%"
"03/06/2023","1,871.40","1,877.70","1,880.90","1,867.50","14.99K","0.00%"
"03/03/2023","1,871.40","1,858.90","1,880.80","1,858.90","13.79K","0.76%"
"03/02/2023","1,857.30","1,860.10","1,861.90","1,852.70","11.17K","-0.26%"
"03/01/2023","1,862.10","1,850.50","1,869.00","1,846.40","11.49K","0.48%"
"02/28/2023","1,853.20","1,841.00","1,855.00","1,827.60","11.05K","0.63%"
"02/27/2023","1,841.60","1,834.00","1,843.60","1,829.00","10.69K","0.42%"
"02/24/2023","1,833.90","1,845.10","1,851.70","1,832.70","5.71K","-0.53%"
"02/23/2023","1,843.60","1,851.30","1,857.90","1,841.60","5.17K","-0.79%"
"02/22/2023","1,858.30","1,860.60","1,871.40","1,848.60","5.86K","-0.05%"
"02/21/2023","1,859.20","1,867.10","1,873.00","1,855.70","6.78K","0.91%"
"02/20/2023","1,842.50","1,850.50","1,856.40","1,839.00","210.17K","-1.31%"
"02/17/2023","1,866.90","1,862.00","1,869.60","1,844.60","5.98K","-0.09%"
"02/16/2023","1,868.60","1,863.50","1,871.40","1,853.50","3.75K","0.35%"
"02/15/2023","1,862.00","1,881.60","1,887.00","1,856.40","5.08K","-1.07%"
"02/14/2023","1,882.10","1,881.20","1,898.00","1,869.60","4.11K","0.11%"
"02/13/2023","1,880.10","1,892.50","1,893.00","1,877.60","5.60K","-0.59%"
"02/10/2023","1,891.20","1,890.40","1,899.90","1,880.40","6.50K","-0.22%"
"02/09/2023","1,895.30","1,902.70","1,919.00","1,887.40","5.50K","-0.65%"
"02/08/2023","1,907.70","1,901.80","1,915.40","1,898.50","6.45K","0.33%"
"02/07/2023","1,901.50","1,897.00","1,913.40","1,894.40","4.53K","0.28%"
"02/06/2023","1,896.10","1,890.00","1,910.30","1,889.70","3.62K","0.15%"
"02/03/2023","1,893.30","1,943.30","1,949.10","1,891.30","6.37K","-2.79%"
"02/02/2023","1,947.60","1,985.40","1,992.10","1,942.50","4.75K","-0.62%"
"02/01/2023","1,959.70","1,959.70","1,987.70","1,953.20","4.12K","-0.13%"
"01/31/2023","1,962.20","1,955.30","1,963.60","1,932.50","5.96K","0.32%"
"01/30/2023","1,956.00","1,962.00","1,966.60","1,952.90","3.66K","0.53%"
"01/27/2023","1,945.60","1,945.80","1,952.10","1,933.00","144.50K","-0.06%"
"01/26/2023","1,946.70","1,965.00","1,966.50","1,935.10","129.95K","-0.65%"
"01/25/2023","1,959.40","1,955.20","1,966.30","1,937.50","86.71K","0.37%"
"01/24/2023","1,952.20","1,948.90","1,960.50","1,935.00","83.91K","0.35%"
"01/23/2023","1,945.40","1,948.00","1,953.30","1,929.20","57.33K","0.03%"
"01/20/2023","1,944.90","1,949.80","1,955.50","1,938.80","45.79K","0.22%"
"01/19/2023","1,940.60","1,924.50","1,953.60","1,918.70","49.16K","0.87%"
"01/18/2023","1,923.80","1,928.00","1,946.40","1,915.50","29.26K","-0.15%"
"01/17/2023","1,926.70","1,939.90","1,948.30","1,923.20","40.45K","0.88%"
"01/16/2023","1,909.90","1,923.80","1,931.80","1,906.20","268.37K","-1.48%"
"01/13/2023","1,938.50","1,916.00","1,942.10","1,911.90","57.03K","1.20%"
"01/12/2023","1,915.50","1,895.20","1,922.80","1,891.00","62.08K","1.06%"
"01/11/2023","1,895.50","1,897.80","1,907.10","1,887.50","65.91K","0.13%"
"01/10/2023","1,893.00","1,891.70","1,901.40","1,889.00","46.44K","-0.06%"
"01/09/2023","1,894.20","1,886.40","1,902.40","1,886.40","52.32K","0.44%"
"01/06/2023","1,885.90","1,851.90","1,891.10","1,851.60","16.60K","1.57%"
"01/05/2023","1,856.70","1,876.00","1,880.00","1,846.10","16.26K","-0.98%"
"01/04/2023","1,875.00","1,861.40","1,887.00","1,858.30","11.66K","0.69%"
"01/03/2023","1,862.10","1,847.20","1,872.20","1,847.20","13.45K","1.08%"
"12/30/2022","1,842.20","1,837.30","1,848.20","1,835.90","5.71K","0.02%"
"12/29/2022","1,841.90","1,828.00","1,842.70","1,827.00","5.11K","0.57%"
"12/28/2022","1,831.50","1,838.00","1,838.20","1,819.90","5.57K","-0.40%"
"12/27/2022","1,838.80","1,823.80","1,857.00","1,823.80","4.24K","1.04%"
"12/23/2022","1,819.80","1,816.40","1,827.60","1,814.80","5.23K","0.50%"
"12/22/2022","1,810.80","1,838.40","1,844.40","1,808.40","5.52K","-1.64%"
"12/21/2022","1,840.90","1,843.10","1,848.40","1,837.10","2.57K","0.01%"
"12/20/2022","1,840.80","1,812.30","1,847.60","1,810.30","4.61K","1.53%"
"12/19/2022","1,813.00","1,818.10","1,823.60","1,808.60","2.04K","-0.14%"
"12/16/2022","1,815.60","1,802.40","1,819.20","1,799.20","3.23K","0.69%"
"12/15/2022","1,803.10","1,834.40","1,834.40","1,797.60","3.94K","-1.67%"
"12/14/2022","1,833.80","1,837.30","1,840.00","1,821.60","3.00K","-0.36%"
"12/13/2022","1,840.50","1,807.70","1,851.40","1,807.10","6.09K","1.83%"
"12/12/2022","1,807.40","1,823.80","1,823.80","1,804.90","3.36K","-1.01%"
"12/09/2022","1,825.90","1,817.20","1,833.40","1,815.80","4.51K","0.51%"
"12/08/2022","1,816.70","1,813.90","1,821.90","1,808.50","2.77K","0.19%"
"12/07/2022","1,813.20","1,798.30","1,817.90","1,797.20","3.35K","0.87%"
"12/06/2022","1,797.60","1,796.30","1,808.00","1,794.90","2.96K","0.06%"
"12/05/2022","1,796.50","1,826.50","1,837.30","1,793.60","4.95K","-1.55%"
"12/02/2022","1,824.70","1,831.50","1,833.80","1,807.30","3.02K","-0.31%"
"12/01/2022","1,830.30","1,798.00","1,833.20","1,798.00","3.78K","3.11%"
"11/30/2022","1,775.10","1,777.70","1,799.30","1,773.70","3.78K","-0.20%"
"11/29/2022","1,778.70","1,769.40","1,788.00","1,769.20","2.43K","1.33%"
"11/28/2022","1,755.30","1,771.10","1,778.50","1,753.30","128.55K","-0.76%"
"11/25/2022","1,768.80","1,765.20","1,776.00","1,760.60","62.95K","0.84%"
"11/24/2022","1,754.00","1,751.00","1,761.20","1,745.90","134.30K","-0.36%"
"11/23/2022","1,760.40","1,755.60","1,769.70","1,733.50","73.08K","0.32%"
"11/22/2022","1,754.80","1,755.40","1,765.80","1,752.40","60.48K","0.01%"
"11/21/2022","1,754.60","1,766.60","1,769.70","1,748.80","66.25K","-0.81%"
"11/18/2022","1,769.00","1,777.60","1,784.50","1,764.00","31.81K","-0.49%"
"11/17/2022","1,777.80","1,775.00","1,792.60","1,771.40","28.83K","-0.74%"
"11/16/2022","1,791.00","1,797.00","1,802.70","1,788.30","48.04K","-0.03%"
"11/15/2022","1,791.60","1,788.30","1,806.00","1,784.50","88.74K","0.04%"
"11/14/2022","1,790.80","1,783.50","1,792.40","1,770.00","30.96K","0.41%"
"11/11/2022","1,783.50","1,771.80","1,788.40","1,764.90","47.44K","0.89%"
"11/10/2022","1,767.80","1,723.50","1,774.60","1,720.20","64.74K","2.32%"
"11/09/2022","1,727.80","1,729.40","1,739.90","1,719.40","52.46K","-0.13%"
"11/08/2022","1,730.00","1,691.60","1,734.30","1,681.30","57.68K","2.10%"
"11/07/2022","1,694.50","1,692.50","1,699.20","1,684.00","45.28K","0.23%"
"11/04/2022","1,690.60","1,645.80","1,700.40","1,645.80","18.09K","2.78%"
"11/03/2022","1,644.90","1,652.40","1,656.80","1,632.40","28.12K","-1.15%"
"11/02/2022","1,664.10","1,664.90","1,687.00","1,651.40","21.14K","0.02%"
"11/01/2022","1,663.80","1,649.90","1,674.30","1,648.80","22.97K","0.54%"
"10/31/2022","1,654.90","1,661.50","1,662.50","1,649.10","7.30K","-0.25%"
"10/28/2022","1,659.10","1,681.50","1,684.80","1,655.20","13.64K","-1.24%"
"10/27/2022","1,680.00","1,682.20","1,688.50","1,673.00","8.61K","-0.20%"
"10/26/2022","1,683.40","1,671.10","1,693.00","1,668.30","17.17K","0.67%"
"10/25/2022","1,672.20","1,670.10","1,680.00","1,655.40","18.34K","0.25%"
"10/24/2022","1,668.10","1,676.50","1,686.10","1,662.00","7.08K","-0.13%"
"10/21/2022","1,670.20","1,645.70","1,676.50","1,635.00","7.25K","1.18%"
"10/20/2022","1,650.70","1,648.50","1,664.00","1,640.60","3.05K","0.16%"
"10/19/2022","1,648.00","1,671.10","1,672.90","1,646.20","4.34K","-1.29%"
"10/18/2022","1,669.60","1,669.70","1,679.60","1,664.60","3.04K","-0.49%"
"10/17/2022","1,677.80","1,663.20","1,688.00","1,663.20","2.36K","0.90%"
"10/14/2022","1,662.80","1,686.10","1,691.20","1,659.90","8.87K","-1.66%"
"10/13/2022","1,690.80","1,694.30","1,702.00","1,662.00","7.67K","-0.02%"
"10/12/2022","1,691.10","1,686.30","1,698.00","1,682.10","6.02K","-0.49%"
"10/11/2022","1,699.50","1,689.30","1,704.60","1,681.70","6.04K","0.63%"
"10/10/2022","1,688.80","1,717.00","1,720.00","1,686.20","5.85K","-1.97%"
"10/07/2022","1,722.80","1,734.80","1,735.00","1,712.40","6.08K","-0.66%"
"10/06/2022","1,734.30","1,739.00","1,746.80","1,728.40","5.94K","0.01%"
"10/05/2022","1,734.20","1,747.50","1,749.40","1,723.10","9.56K","-0.54%"
"10/04/2022","1,743.70","1,722.60","1,751.60","1,717.90","7.09K","1.68%"
"10/03/2022","1,714.90","1,682.40","1,722.80","1,679.50","7.15K","1.78%"
"09/30/2022","1,684.90","1,682.70","1,696.70","1,681.00","2.24K","0.20%"
"09/29/2022","1,681.60","1,682.00","1,685.60","1,662.60","4.51K","0.69%"
"09/28/2022","1,670.00","1,636.50","1,671.60","1,622.20","279.82K","2.07%"
"09/27/2022","1,636.20","1,629.20","1,650.10","1,628.70","197.06K","0.17%"
"09/26/2022","1,633.40","1,651.00","1,657.20","1,627.70","219.86K","-1.34%"
"09/23/2022","1,655.60","1,680.10","1,685.00","1,646.60","243.05K","-1.52%"
"09/22/2022","1,681.10","1,682.80","1,693.50","1,663.30","241.28K","0.32%"
"09/21/2022","1,675.70","1,673.20","1,696.90","1,661.30","227.94K","0.28%"
"09/20/2022","1,671.10","1,684.90","1,688.80","1,668.10","143.93K","-0.42%"
"09/19/2022","1,678.20","1,685.40","1,688.80","1,667.60","141.17K","-0.31%"
"09/16/2022","1,683.50","1,673.70","1,689.90","1,661.90","217.23K","0.37%"
"09/15/2022","1,677.30","1,707.20","1,707.80","1,668.90","268.09K","-1.86%"
"09/14/2022","1,709.10","1,711.60","1,717.30","1,703.30","163.29K","-0.48%"
"09/13/2022","1,717.40","1,736.00","1,742.90","1,706.70","232.70K","-1.33%"
"09/12/2022","1,740.60","1,728.40","1,746.40","1,722.30","154.37K","0.69%"
"09/09/2022","1,728.60","1,719.60","1,740.50","1,719.40","154.71K","0.49%"
"09/08/2022","1,720.20","1,729.50","1,739.40","1,713.70","184.18K","-0.44%"
"09/07/2022","1,727.80","1,712.90","1,731.20","1,701.70","173.62K","0.87%"
"09/06/2022","1,712.90","1,724.20","1,737.40","1,710.60","206.27K","0.00%"
"09/05/2022","1,712.90","1,724.20","1,737.40","1,710.60","206.27K","-0.56%"
"09/02/2022","1,722.60","1,707.80","1,729.50","1,705.90","174.68K","0.78%"
"09/01/2022","1,709.30","1,723.00","1,723.00","1,699.10","198.62K","-0.98%"
"08/31/2022","1,726.20","1,735.50","1,738.00","1,720.60","176.73K","-0.58%"
"08/30/2022","1,736.30","1,749.80","1,752.80","1,732.90","130.66K","-0.77%"
"08/29/2022","1,749.70","1,748.40","1,757.90","1,731.40","156.22K","-0.01%"
"08/26/2022","1,749.80","1,771.80","1,772.30","1,746.20","176.90K","-1.22%"
"08/25/2022","1,771.40","1,764.40","1,778.80","1,763.00","117.57K","0.56%"
"08/24/2022","1,761.50","1,761.30","1,769.50","1,754.80","112.65K","0.02%"
"08/23/2022","1,761.20","1,750.00","1,767.50","1,743.10","145.26K","0.73%"
"08/22/2022","1,748.40","1,760.60","1,762.10","1,740.20","142.86K","-0.82%"
"08/19/2022","1,762.90","1,773.10","1,773.30","1,759.10","138.70K","-0.47%"
"08/18/2022","1,771.20","1,777.10","1,786.30","1,768.80","124.32K","-0.31%"
"08/17/2022","1,776.70","1,790.80","1,796.60","1,773.90","137.83K","-0.73%"
"08/16/2022","1,789.70","1,795.50","1,798.00","1,785.40","94.40K","-0.47%"
"08/15/2022","1,798.10","1,818.90","1,818.90","1,787.60","137.77K","-0.96%"
"08/12/2022","1,815.50","1,805.20","1,819.10","1,799.60","118.65K","0.46%"
"08/11/2022","1,807.20","1,807.90","1,814.90","1,798.60","121.26K","-0.36%"
"08/10/2022","1,813.70","1,811.50","1,824.60","1,803.30","154.59K","0.08%"
"08/09/2022","1,812.30","1,805.50","1,817.00","1,799.40","120.51K","0.39%"
"08/08/2022","1,805.20","1,790.30","1,806.40","1,786.90","103.68K","0.78%"
"08/05/2022","1,791.20","1,807.70","1,811.60","1,780.20","168.90K","-0.87%"
"08/04/2022","1,806.90","1,782.10","1,812.00","1,779.40","153.29K","1.72%"
"08/03/2022","1,776.40","1,777.30","1,789.40","1,770.00","151.73K","-0.74%"
"08/02/2022","1,789.70","1,789.20","1,805.00","1,776.00","174.17K","0.11%"
"08/01/2022","1,787.70","1,782.50","1,792.50","1,774.30","133.74K","0.33%"
"07/29/2022","1,781.80","1,773.10","1,784.60","1,768.40","140.67K","0.71%"
"07/28/2022","1,769.20","1,751.40","1,774.40","1,750.40","192.86K","2.38%"
"07/27/2022","1,728.00","1,724.20","1,748.00","1,717.50","17.57K","0.12%"
"07/26/2022","1,726.00","1,725.30","1,733.90","1,720.00","10.32K","-0.06%"
"07/25/2022","1,727.10","1,733.80","1,742.00","1,720.80","6.09K","-0.46%"
"07/22/2022","1,735.00","1,724.60","1,745.30","1,719.50","7.71K","0.81%"
"07/21/2022","1,721.10","1,701.70","1,726.80","1,686.30","7.29K","0.78%"
"07/20/2022","1,707.70","1,717.00","1,719.90","1,698.00","4.85K","-0.60%"
"07/19/2022","1,718.00","1,713.20","1,723.70","1,710.60","5.09K","0.02%"
"07/18/2022","1,717.70","1,713.20","1,729.60","1,712.10","5.88K","0.36%"
"07/15/2022","1,711.60","1,716.60","1,722.80","1,705.50","2.93K","-0.17%"
"07/14/2022","1,714.50","1,741.20","1,741.20","1,703.80","5.76K","-1.69%"
"07/13/2022","1,744.00","1,732.00","1,752.30","1,713.10","5.40K","0.61%"
"07/12/2022","1,733.40","1,740.20","1,747.50","1,730.20","5.71K","-0.40%"
"07/11/2022","1,740.30","1,750.00","1,751.30","1,737.60","6.75K","-0.61%"
"07/08/2022","1,750.90","1,747.90","1,760.20","1,734.80","6.63K","0.15%"
"07/07/2022","1,748.30","1,746.50","1,756.60","1,744.50","2.88K","0.18%"
"07/06/2022","1,745.10","1,775.60","1,779.40","1,739.40","4.85K","-1.56%"
"07/05/2022","1,772.80","1,823.00","1,823.90","1,772.00","2.66K","0.50%"
"07/04/2022","1,763.90","1,814.40","1,815.20","1,763.00","310.37K","-2.57%"
"07/01/2022","1,810.40","1,814.80","1,822.00","1,792.70","3.28K","-0.32%"
"06/30/2022","1,816.30","1,828.00","1,835.10","1,811.90","2.83K","-0.56%"
"06/29/2022","1,826.50","1,830.20","1,843.60","1,820.00","1.43K","-0.21%"
"06/28/2022","1,830.30","1,833.00","1,839.50","1,828.90","2.99K","-0.20%"
"06/27/2022","1,833.90","1,848.50","1,851.50","1,831.20","1.80K","-0.29%"
